url,company,location,price,make,model,year
https://www.forklift-international.com/en/e/Forklifts-used-Toyota-8FBET15-20643--3441233s,VZV GROUP s.r.o. ,Czech Republic,"10,726 GBP",Toyota,8FBET15 /20643/,2010
https://www.forklift-international.com/en/e/Forklifts-used-Cesab-Drago350-3441236s,Herolder Fördertechnik GmbH,Germany,on request,Cesab,Drago350,2002
https://www.forklift-international.com/en/e/Forklifts-used-Jungheinrich-ERC-214z-TRIPLEX-4%2C7-m-3441237s,Florian Berger GmbH,Austria,"8,067 GBP",Jungheinrich,"ERC 214z - TRIPLEX 4,7 m",2015
https://www.forklift-international.com/en/e/Forklifts-used-Toyota-02-8FDF15-3441239s,Auto Handel Małgorzata Roszak,Poland,"7,661 GBP",Toyota,02-8FDF15,2011
https://www.forklift-international.com/en/e/Pallet-trucks-used-Atlet-PLP200-3441240s,UniCarriers Germany GmbH,Germany,on request,Atlet,PLP200,2011
https://www.forklift-international.com/en/e/Forklifts-used-Still-RX60-25-3441241s,Still Polska Sp. z o.o.,Poland,"15,413 GBP",Still,RX60-25,2015
https://www.tradus.com/en/material-handling-equipment/forklifts/baumann/baumann-ems-ii-50-2009-4049564,Albers Fördertechnik GmbH & Co. KG,"Twist, Germany","39,900",Baumann,EMS II 50,"6 /
                        2009"
https://www.tradus.com/en/material-handling-equipment/forklifts/doosan/doosan-g-25-g-plus-2018-4049570,Albers Fördertechnik GmbH & Co. KG,"Twist, Germany","19,900",Doosan,G 25 G Plus,"6 /
                        2018"
https://www.tradus.com/en/material-handling-equipment/forklifts/hyster/hyster-h-16-xm-6-2018-4049571,Albers Fördertechnik GmbH & Co. KG,"Twist, Germany","139,900",Hyster,H 16 XM 6,"6 /
                        2018"
https://www.tradus.com/en/material-handling-equipment/forklifts/kalmar/kalmar-dce-160-12-2007-4049573,Albers Fördertechnik GmbH & Co. KG,"Twist, Germany","65,900",Kalmar,DCE 160 12,"6 /
                        2007"
https://www.tradus.com/en/material-handling-equipment/forklifts/kalmar/kalmar-dce-70-6-2011-4049574,Albers Fördertechnik GmbH & Co. KG,"Twist, Germany","43,900",Kalmar,DCE 70 - 6,"6 /
                        2011"
https://www.tradus.com/en/material-handling-equipment/forklifts/hyster/hyster-h-16-xm-6-2016-4049572,Albers Fördertechnik GmbH & Co. KG,"Twist, Germany","113,900",Hyster,H 16 XM 6,"6 /
                        2016"
https://www.tradus.com/en/material-handling-equipment/forklifts/linde/linde-e-16-02-2015-4049575,Albers Fördertechnik GmbH & Co. KG,"Twist, Germany","23,900",Linde,E 16 - 02,"6 /
                        2015"
https://www.tradus.com/en/material-handling-equipment/forklifts/linde/linde-e-20-ph-01-2011-4049576,Albers Fördertechnik GmbH & Co. KG,"Twist, Germany","15,900",Linde,E 20 PH 01,"6 /
                        2011"
https://www.tradus.com/en/material-handling-equipment/forklifts/linde/linde-e-20-phl-01-2012-4049578,Albers Fördertechnik GmbH & Co. KG,"Twist, Germany","19,900",Linde,E 20 PHL 01,"6 /
                        2012"
https://www.tradus.com/en/material-handling-equipment/forklifts/linde/linde-e-30-01-2013-4049580,Albers Fördertechnik GmbH & Co. KG,"Twist, Germany","26,900",Linde,E 30 - 01,"6 /
                        2013"
https://www.tradus.com/en/material-handling-equipment/forklifts/linde/linde-e-20-ph-01-2010-4049577,Albers Fördertechnik GmbH & Co. KG,"Twist, Germany","13,900",Linde,E 20 PH 01,"6 /
                        2010"
https://www.tradus.com/en/material-handling-equipment/forklifts/linde/linde-e-50-hl-01-600-2013-4049584,Albers Fördertechnik GmbH & Co. KG,"Twist, Germany","43,900",Linde,E 50 HL 01 600,"6 /
                        2013"
https://www.tradus.com/en/material-handling-equipment/forklifts/linde/linde-e-40-hl-01-600-2014-4049583,Albers Fördertechnik GmbH & Co. KG,"Twist, Germany","27,900",Linde,E 40 HL 01 600,"6 /
                        2014"
https://www.tradus.com/en/material-handling-equipment/forklifts/linde/linde-h-20-t-2007-4049587,Albers Fördertechnik GmbH & Co. KG,"Twist, Germany","9,900",Linde,H 20 T,"6 /
                        2007"
https://www.tradus.com/en/material-handling-equipment/forklifts/linde/linde-h-25-t-2009-4049592,Albers Fördertechnik GmbH & Co. KG,"Twist, Germany","17,900",Linde,H 25 T,"6 /
                        2009"
https://www.tradus.com/en/material-handling-equipment/forklifts/linde/linde-h-35-d-2006-4049599,Albers Fördertechnik GmbH & Co. KG,"Twist, Germany","16,900",Linde,H 35 D,"6 /
                        2006"
https://www.tradus.com/en/material-handling-equipment/forklifts/linde/linde-h-30-t-01-2010-4049597,Albers Fördertechnik GmbH & Co. KG,"Twist, Germany","25,900",Linde,H 30 T 01,"6 /
                        2010"
https://www.tradus.com/en/material-handling-equipment/forklifts/linde/linde-h-30-t-01-2012-4049598,Albers Fördertechnik GmbH & Co. KG,"Twist, Germany","19,900",Linde,H 30 T 01,"6 /
                        2012"
https://www.tradus.com/en/material-handling-equipment/forklifts/linde/linde-h35d-2004-3845964,GA-TEC Gabelstaplertechnik GmbH,"Dortmund, Germany","10,900",Linde,H35D,"6 /
                        2004"
https://www.forklift-international.com/en/e/Forklifts-used-Jungheinrich-DFG-425-23281--3441242s,CHUF.com - Cheap used forklifts,Czech Republic,"8,923 GBP",Jungheinrich,DFG 425 /23281/,-
https://www.forklift-international.com/en/e/Forklifts-used-Toyota-06-8FD25F-20973--3441243s,CHUF.com - Cheap used forklifts,Czech Republic,"17,576 GBP",Toyota,06-8FD25F /20973/,2016
https://www.forklift-international.com/en/e/Forklifts-used-Linde-E-16-02-24072--3441244s,CHUF.com - Cheap used forklifts,Czech Republic,"5,768 GBP",Linde,E 16-02 /24072/,2003
https://www.forklift-international.com/en/e/Forklifts-used-Still-RX20-15-3441245s,Still Polska Sp. z o.o.,Poland,"9,238 GBP",Still,RX20-15,2008
https://www.forklift-international.com/en/e/Forklifts-used-Still-CXT-3441246s,Still Polska Sp. z o.o.,Poland,on request,Still,CXT,2012
https://www.forklift-international.com/en/e/Forklifts-used-Linde-E-16-02-24071--3441247s,CHUF.com - Cheap used forklifts,Czech Republic,"5,768 GBP",Linde,E 16-02 /24071/,2002
https://www.forklift-international.com/en/e/Forklifts-used-OM-XE15-3ac-3441248s,Tra.Na.I. S.r.l.,Italy,on request,OM,XE15-3ac,2008
https://www.forklift-international.com/en/e/Container-Handlers-used-Kalmar-DRF450-60S5-3441250s,Feyter Forklift Services b.v.,The Netherlands,on request,Kalmar,DRF450-60S5,2015
https://www.forklift-international.com/en/e/Forklifts-used-Still-FMX-17-3441252s,Still Polska Sp. z o.o.,Poland,"7,661 GBP",Still,FMX 17,2012
https://www.forklift-international.com/en/e/Pallet-trucks-used-Jungheinrich-ECE225-3441253s,Forktruck Warehouse Europe Ltd,Great Britain,"1,000 GBP",Jungheinrich,ECE225,2011
https://www.forklift-international.com/en/e/Forklifts-used-Steinbock-Boss-LE-16-100-MK-7-A-1-3441254s,Schepelmann GmbH / Staplerbasis,Germany,on request,Steinbock Boss,LE 16 - 100 MK - 7 A 1,1993
https://www.forklift-international.com/en/e/Pallet-trucks-used-Linde-T16-1152-3441255s,TRAFÖ GmbH,Germany,"2,686 GBP",Linde,T16-1152,2014
https://www.forklift-international.com/en/e/Forklifts-used-Hyundai-33D-7E--3441256s,GA-TEC Gabelstaplertechnik GmbH,Germany,"5,317 GBP",Hyundai,33D-7E ,2011
https://www.forklift-international.com/en/e/Forklifts-used-BT-SWE200D--3441257s,GA-TEC Gabelstaplertechnik GmbH,Germany,"4,506 GBP",BT,SWE200D ,2014
https://www.forklift-international.com/en/e/Forklifts-used-BT-SPE200D--3441258s,GA-TEC Gabelstaplertechnik GmbH,Germany,"5,858 GBP",BT,SPE200D ,2015
https://www.forklift-international.com/en/e/Telehandlers-Telescopic-Forklifts-used-Manitou-MRT-3255-3441259s,Mawsley Machinery Ltd,Great Britain,on request,Manitou,MRT 3255,2015
https://www.tradus.com/en/material-handling-equipment/forklifts/nissan/nissan-np1l1a15d-2013-4054305,Vanhoutte Jean-Philip bvba,"Meulebeke, Belgium",7.250 ,Nissan,NP1L1A15D,"6 /
                        2013"
https://www.tradus.com/en/material-handling-equipment/forklifts/nissan/nissan-p1f1a15d-2011-4054303,Vanhoutte Jean-Philip bvba,"Meulebeke, Belgium",6.500 ,Nissan,P1F1A15D,"6 /
                        2011"
https://www.tradus.com/en/material-handling-equipment/forklifts/clark/clark-cmp75sd-2006-3975655,GAM SA,"Granda - Asturias, Spain","13,000",Clark,CMP75SD,"6 /
                        2006"
https://www.tradus.com/en/material-handling-equipment/forklifts/hyster/hyster-lpg-2-50-1090-4049197,BVA Auctions B.V.,"Amersfoort, Netherlands",1.500,Hyster,LPG 2.50,"6 /
                        1090"
https://www.tradus.com/en/material-handling-equipment/forklifts/caterpillar/caterpillar-ah60-roro-27t-duplex-3100mm-freelift-1600mm-si-1976-4036817,Pfeifer Heavy Machinery BV,"Groenlo, Netherlands","27,500",Caterpillar,"AH60 RORO, 27t, Duplex 3100mm, Freelift 1600mm, Si","6 /
                        1976"
https://www.tradus.com/en/material-handling-equipment/forklifts/hyster/hyster-h5-0ft-2010-4036905,Pfeifer Heavy Machinery BV,"Groenlo, Netherlands","12,900",Hyster,H5.0FT,"6 /
                        2010"
https://www.tradus.com/en/material-handling-equipment/forklifts/caterpillar/caterpillar-ah60-27t-duplex-3500mm-side-shift-1981-4037045,Pfeifer Heavy Machinery BV,"Groenlo, Netherlands","27,500",Caterpillar,"AH60 27t, Duplex 3500mm, Side-Shift.","6 /
                        1981"
https://www.tradus.com/en/material-handling-equipment/forklifts/caterpillar/caterpillar-ah60-27t-duplex-6000mm-freelift-2900mm-side-shi-1977-4037047,Pfeifer Heavy Machinery BV,"Groenlo, Netherlands","27,500",Caterpillar,"AH60 27t, Duplex 6000mm, Freelift 2900mm, Side-Shi","6 /
                        1977"
https://www.tradus.com/en/material-handling-equipment/forklifts/caterpillar/caterpillar-ah60-27t-duplex-6000mm-freelift-3750mm-side-shi-1980-4037081,Pfeifer Heavy Machinery BV,"Groenlo, Netherlands","29,500",Caterpillar,"AH60 27t, Duplex 6000mm, Freelift 3750mm, Side-Shi","6 /
                        1980"
https://www.tradus.com/en/material-handling-equipment/forklifts/linde/linde-h30d-03-263-4060252,DEVANMAT BVBA,"Oostrozebeke, Belgium",7.750 ,Linde,H30D-03 (263),
https://www.tradus.com/en/material-handling-equipment/forklifts/linde/linde-h35d-03-262-2002-4060253,DEVANMAT BVBA,"Oostrozebeke, Belgium",8.900 ,Linde,H35D-03 (262),"6 /
                        2002"
https://www.tradus.com/en/material-handling-equipment/forklifts/linde/linde-h-20-d-01-evo-2015-4049585,Albers Fördertechnik GmbH & Co. KG,"Twist, Germany","24,900",Linde,H 20 D 01 EVO,"6 /
                        2015"
https://www.tradus.com/en/material-handling-equipment/forklifts/linde/linde-e-35-h-01-600-2012-4049582,Albers Fördertechnik GmbH & Co. KG,"Twist, Germany","29,900",Linde,E 35 H 01 600,"6 /
                        2012"
https://www.tradus.com/en/material-handling-equipment/forklifts/linde/linde-h-20-t-2008-4049586,Albers Fördertechnik GmbH & Co. KG,"Twist, Germany","11,900",Linde,H 20 T,"6 /
                        2008"
https://www.tradus.com/en/material-handling-equipment/forklifts/linde/linde-h-25-t-2009-4049591,Albers Fördertechnik GmbH & Co. KG,"Twist, Germany","14,900",Linde,H 25 T,"6 /
                        2009"
